has_banner,has_location,has_extended_profile,has_url,followers,friends,label
0,1,0,0,24,549,0
0,0,0,0,7,435,0
0,1,0,0,15,49,1
1,1,1,1,171,57,1
1,1,1,1,933,1972,1
0,1,0,0,6,227,0
0,1,0,0,20,259,0
0,1,0,0,12,192,0
0,1,0,0,13,241,0
1,1,1,0,473,457,1
1,1,1,0,189,129,1
0,1,0,0,16,207,0
1,0,1,1,14844,139,1
0,1,0,0,8,252,0
1,0,1,0,619,613,1
0,1,0,0,9,202,0
0,1,0,0,9,203,0
0,0,0,0,11,8,1
0,1,0,0,9,223,0
1,1,1,1,416,345,1
0,0,0,0,14,1008,0
1,1,0,0,561,1433,1
1,0,0,0,237,330,1
0,1,0,0,18,353,0
1,1,1,0,355,263,1
0,1,0,0,18,325,0
0,1,0,0,18,309,0
1,0,0,0,410,277,1
0,1,0,0,7,208,0
1,0,1,0,1494,468,1
0,1,0,0,11,294,0
1,0,1,0,223,177,1
1,1,1,1,4910,1675,1
1,1,1,0,1467,363,1
1,1,1,1,696,2000,1
1,0,1,0,126,63,1
0,1,0,0,13,196,0
1,1,0,0,483,244,1
1,1,1,0,1154,232,1
0,1,0,0,9,228,0
1,1,1,0,106,153,1
1,1,1,0,28,308,1
0,1,0,0,11,258,0
1,1,1,0,713,383,1
0,0,0,1,12,979,0
0,1,0,0,18,291,0
1,0,1,0,458,414,1
1,1,0,0,86,210,1
1,1,1,0,214,573,1
0,1,0,0,14,317,0
0,0,1,0,3226,284,1
1,1,1,0,219,332,1
0,1,0,0,16,280,0
1,1,1,1,1145,897,1
0,0,0,0,32,496,0
0,1,1,0,154,335,1
0,1,0,0,9,213,0
0,1,1,1,5,482,0
1,1,1,1,10,569,0
0,0,0,0,2,32,1
1,1,1,1,1061,313,1
0,1,0,0,13,332,0
0,1,0,0,25,367,0
0,1,0,0,6,400,0
1,0,1,0,237,100,1
1,1,1,0,60,52,1
1,0,1,0,3268,1113,1
0,1,0,0,20,313,0
1,0,1,0,464,457,1
0,1,0,0,7,248,0
0,0,0,0,9,585,0
1,1,1,1,298,386,1
1,1,1,1,4382,864,1
0,1,0,0,12,535,0
0,1,1,0,4,571,0
0,1,0,0,9,215,0
0,1,0,0,14,258,0
0,1,0,0,17,345,0
0,1,0,0,8,212,0
0,1,0,0,7,195,0
1,1,1,0,1962,1334,1
1,1,1,1,479,652,1
1,1,1,1,161,236,1
0,1,0,0,10,239,0
1,1,1,0,470,480,1
1,1,1,1,411,375,1
0,1,0,0,12,217,0
0,1,1,1,132,194,1
1,1,1,1,1884,337,1
1,1,1,1,259,420,1
1,1,1,1,2734,997,1
1,1,1,0,75,77,1
1,0,0,0,14,51,1
0,1,1,0,147,138,1
0,1,0,0,3,31,0
1,1,1,0,2431,1652,1
0,1,0,0,24,672,0
0,1,0,0,13,227,0
1,1,1,1,342,545,1
0,1,0,0,9,225,0
0,1,0,0,8,195,0
0,1,0,0,19,152,1
1,1,1,0,321,570,1
1,1,1,1,92,215,1
0,1,0,0,18,608,0
1,1,1,1,349,482,1
1,0,1,1,37,479,0
0,1,0,0,6,196,0
1,1,0,0,38,518,0
0,0,0,0,6,613,0
0,1,1,0,4,387,0
1,1,1,0,224,181,1
0,1,0,0,12,402,0
1,1,0,0,1121,425,1
0,1,0,0,14,206,0
0,0,0,0,12,246,0
0,1,0,0,18,320,0
1,1,1,0,92,105,1
1,1,1,0,257,144,1
1,0,0,0,299,166,1
1,1,0,0,300,459,1
1,0,0,0,285,100,1
1,1,1,0,88,131,1
0,1,0,0,67,474,0
1,1,0,1,107,538,1
0,1,0,0,8,231,0
1,0,0,0,478,353,1
1,1,1,0,30,427,0
1,0,0,0,237,394,1
0,1,0,0,8,344,0
1,1,1,0,414,1116,1
1,1,1,0,321,316,1
1,0,0,0,29,109,1
0,1,0,0,6,218,0
1,0,0,0,32,173,1
0,1,0,0,24,721,0
1,1,0,0,418,410,1
1,0,0,0,87,92,1
0,1,0,0,11,185,0
0,1,0,0,12,290,0
1,0,0,0,242,233,1
0,1,0,0,0,31,0
0,1,0,0,10,212,0
1,0,1,0,113,81,1
0,1,0,0,6,184,0
0,1,0,0,21,262,0
0,0,1,0,12,696,0
1,0,1,0,58,92,1
1,1,1,0,361,195,1
0,1,0,0,7,273,0
1,1,1,0,4411,841,1
0,0,1,0,17,388,0
1,1,0,1,429,1989,1
0,1,0,0,22,340,0
1,1,1,1,777,246,1
0,1,1,0,242,817,0
0,1,0,0,10,214,0
0,0,0,0,19,463,0
1,1,1,0,864,634,1
0,1,0,0,20,412,0
1,1,0,0,101,230,1
0,1,0,0,18,308,0
0,1,0,0,22,372,0
0,1,0,0,13,240,0
1,1,0,0,360,369,1
0,1,0,0,5,231,0
1,1,1,0,135,327,1
0,1,0,0,31,1152,0
1,0,0,0,1706,653,1
1,0,1,0,1238,145,1
1,0,1,1,118,224,1
0,0,0,0,2,44,0
0,1,0,0,28,530,0
0,0,1,0,25,1470,0
1,1,1,0,44,70,1
1,1,0,0,77,94,1
0,1,0,0,17,453,0
0,1,0,0,5,203,0
1,1,1,1,710,373,1
0,1,0,0,13,257,0
0,1,0,0,20,539,0
0,1,0,0,21,534,0
0,1,0,0,7,168,0
0,0,1,0,3,577,0
0,1,0,0,16,310,0
1,1,1,0,180,327,1
0,1,1,0,15,52,1
1,1,0,0,628,376,1
0,1,0,0,10,224,0
0,1,0,0,3,181,0
0,0,0,0,7,942,0
0,1,0,0,13,403,0
1,1,0,1,406,744,1
0,0,0,0,3,593,0
0,0,0,0,12,580,0
0,1,0,0,30,394,0
0,1,0,0,8,200,0
0,1,0,0,22,468,0
1,1,1,0,373,1716,1
0,1,1,0,68,582,0
0,1,0,0,20,282,0
0,1,0,0,12,255,0
0,1,0,0,12,258,0
1,1,1,0,44,78,1
0,1,0,0,27,616,0
1,0,0,0,249,278,1
1,1,1,1,50,57,1
0,1,0,0,13,314,0
1,1,0,0,2164,2081,1
1,1,1,1,3174,772,1
0,1,0,0,8,187,0
0,1,0,0,9,233,0
1,1,1,0,94,334,1
1,1,1,0,237,198,1
0,0,0,0,81,218,1
1,1,0,1,532,759,1
1,1,0,1,89,147,1
1,1,1,1,474,255,1
0,1,0,0,16,277,0
0,1,0,0,25,619,0
0,1,0,0,19,593,0
0,1,0,0,17,267,0
1,1,1,0,6897,3735,1
0,1,0,0,16,221,0
0,1,0,0,10,281,0
0,0,1,1,7,575,0
0,0,0,0,2,611,0
0,1,0,0,13,210,0
0,1,0,0,18,277,0
1,0,0,0,24,456,0
1,1,1,0,205,400,1
0,1,0,0,17,323,0
0,0,0,1,38,268,0
1,1,0,0,111,839,1
1,1,1,0,6,335,0
1,1,1,1,2333,764,1
1,1,1,0,1236,624,1
0,1,0,1,2,331,0
0,1,0,0,12,214,0
1,1,1,1,1994,496,1
1,1,1,0,257,222,1
1,0,0,0,328,292,1
0,1,0,0,14,210,0
0,1,0,0,18,638,0
0,1,0,0,8,189,0
1,0,1,0,2282,1787,1
0,1,0,0,17,418,0
0,1,0,0,5,204,0
0,1,0,0,109,91,1
1,1,1,0,200,78,1
0,1,0,0,24,646,0
0,1,0,0,13,483,0
1,1,1,0,354,893,1
0,1,0,0,10,212,0
1,1,1,0,828,1668,1
0,0,0,0,11,613,0
0,1,0,0,11,354,0
1,1,1,1,108,794,0
1,1,1,0,276,152,1
1,1,0,0,151,434,1
1,1,0,0,282,487,1
0,1,1,0,11,535,0
0,1,0,0,19,337,0
0,1,0,0,38,827,0
0,1,0,0,14,253,0
1,1,1,0,536,988,1
1,0,1,0,615,580,1
1,1,1,0,158,249,1
0,1,0,0,25,597,0
0,1,0,0,12,239,0
0,1,1,0,6,558,0
0,1,0,0,8,261,0
0,1,0,0,4,179,0
1,1,1,0,189,231,1
1,0,0,0,242,191,1
0,1,0,0,15,208,0
1,0,0,0,495,574,1
1,1,1,1,319,469,1
0,1,0,0,8,236,0
0,1,0,0,42,404,0
1,1,1,1,431,515,1
1,1,1,1,777,88,1
0,1,0,0,20,337,0
1,1,1,1,538,1724,1
1,0,0,0,559,805,1
1,1,1,0,277,417,1
1,0,0,0,152,320,1
0,1,0,0,1,17,0
0,1,1,0,204,467,1
1,1,1,1,471,337,1
0,1,0,0,13,604,0
0,0,0,0,0,432,0
0,1,0,0,8,200,0
1,0,1,0,245,49,1
1,0,0,0,2,344,0
0,1,1,0,247,838,1
0,1,0,0,19,315,0
0,0,0,0,0,573,0
1,1,1,0,369,337,1
0,1,0,0,9,172,0
1,0,1,1,316,276,1
0,1,0,0,22,560,0
1,1,1,0,579,663,1
0,1,0,0,22,478,0
1,0,0,0,258,308,1
1,0,0,0,1978,197,1
1,1,1,1,342,146,1
1,1,1,0,243,429,1
0,1,0,0,13,320,0
0,1,0,0,11,306,0
0,0,0,0,1,17,0
0,0,0,0,8,442,0
1,1,1,1,393,391,1
1,1,0,1,22,34,1
1,1,1,1,239,286,1
0,1,1,1,43,379,0
0,1,1,0,499,226,1
0,0,0,0,13,586,0
1,1,1,0,611,404,1
1,1,0,1,2488,82,1
1,1,1,1,108,30,1
0,1,0,0,17,172,0
0,1,0,0,10,276,0
0,1,0,0,14,283,0
0,1,0,0,21,556,0
0,1,0,0,12,235,0
1,1,1,0,18,535,0
1,1,1,0,585,262,1
1,0,0,0,17,39,1
1,0,1,0,81,140,1
1,1,0,0,102,52,1
0,1,0,0,10,306,0
0,1,1,0,9,450,0
0,0,1,0,16,126,1
1,1,0,0,47,71,1
1,0,1,1,317,191,1
0,0,0,0,10,192,0
1,1,1,1,313,177,1
1,1,1,1,374,372,1
0,1,0,0,8,262,0
0,1,0,0,22,279,0
1,0,1,0,252,141,1
1,1,1,0,256,313,1
1,0,0,0,371,314,1
0,0,1,1,389,164,1
0,1,0,0,21,424,0
1,0,1,0,174,536,1
1,0,0,0,256,255,1
0,1,0,0,23,431,0
0,0,0,0,2,554,0
1,1,0,0,29,200,1
0,1,0,0,11,253,0
0,1,0,0,11,289,0
1,1,0,1,88,94,1
0,1,1,1,8,529,0
0,1,0,0,7,188,0
0,1,0,0,42,435,0
1,0,1,0,3218,1943,1
1,1,1,1,1051,603,1
1,1,0,0,197,206,1
1,1,1,0,731,426,1
0,0,0,0,9,556,0
1,1,1,0,1227,413,1
0,0,1,0,41,570,0
1,1,1,0,480,369,1
0,1,0,0,229,262,1
1,0,1,0,5,416,0
1,1,1,1,159,182,1
1,1,1,0,104,136,1
0,1,0,0,0,42,0
1,1,1,1,858,638,1
1,1,0,1,504,43,1
0,1,0,0,10,188,0
0,1,0,0,23,624,0
1,1,1,0,337,346,1
0,1,0,0,9,213,0
0,1,0,0,629,1423,1
0,0,0,0,14,287,0
1,1,1,1,1398,1975,1
1,1,0,0,10,469,0
1,1,1,0,16,74,1
1,1,0,0,1087,1096,1
1,1,1,1,1976,1737,1
0,1,0,0,25,272,0
1,1,1,0,1034,869,1
1,1,0,0,744,642,1
1,1,0,1,2561,318,1
1,0,1,0,314,248,1
0,1,0,0,3,215,0
0,1,0,0,4,589,0
1,0,1,0,465,272,1
1,0,1,1,15346,2904,1
0,0,1,0,20,381,0
0,0,0,0,15,513,0
0,1,0,0,14,201,0
0,1,0,0,12,209,0
1,0,0,0,332,419,1
1,1,1,0,1216,1146,1
0,1,0,0,14,263,0
0,1,0,0,14,207,0
0,1,0,0,13,203,0
1,0,1,0,4,588,0
0,0,0,0,19,446,0
1,1,0,0,201,178,1
0,1,0,0,12,239,0
1,0,1,1,106,142,1
1,0,0,0,350,106,1
1,1,0,0,837,816,1
1,1,0,0,352,424,1
0,1,0,0,14,218,0
0,1,0,0,17,362,0
0,0,0,0,28,577,0
0,1,0,0,11,205,0
0,1,0,0,16,505,0
1,1,0,0,819,758,1
1,1,1,1,1114,1292,1
1,1,1,0,128,115,1
1,1,1,0,5456,349,1
0,1,0,0,16,228,0
1,1,1,1,600,46,1
0,1,0,0,26,532,0
0,1,0,0,12,192,0
0,1,0,0,16,493,0
1,1,1,1,510,655,1
0,1,0,0,20,309,0
0,1,0,0,9,209,0
0,1,0,0,13,261,0
0,1,0,0,12,321,0
0,0,1,0,24,666,0
0,1,0,0,25,526,0
1,0,1,0,322,227,1
0,1,0,0,24,404,0
0,1,0,0,7,413,0
1,0,0,0,192,521,1
1,1,1,1,27789,1403,1
0,1,0,0,13,216,0
1,1,1,1,342,95,1
0,1,0,0,14,285,0
1,1,1,0,254,236,1
1,1,1,1,1478,538,1
0,1,1,1,203,836,0
1,1,1,0,35272,35095,1
0,1,0,0,11,235,0
0,0,0,0,5,485,0
1,0,0,0,17,28,1
0,1,0,0,6,540,0
0,1,0,0,25,731,0
1,1,1,1,636,592,1
1,0,0,0,108,151,1
1,1,1,0,930,282,1
1,0,1,0,145,109,1
0,1,0,0,15,364,0
1,1,1,1,211,700,1
1,1,0,0,68,140,1
1,0,0,0,20,82,1
1,1,1,1,36,213,1
1,1,1,1,1109,1977,1
1,1,1,1,276,412,1
1,1,1,0,626,1189,1
1,1,1,0,290,200,1
1,1,1,0,3521,987,1
1,1,0,0,806,738,1
1,0,0,0,346,316,1
0,1,0,0,15,308,0
1,1,1,1,557,998,1
1,0,1,0,320,193,1
1,1,1,0,447,426,1
1,1,1,1,513,592,1
0,1,0,0,7,212,0
1,1,1,1,631,213,1
0,1,1,0,30,566,0
1,1,1,1,756,1885,1
0,1,0,0,15,253,0
0,1,0,0,28,540,0
1,1,1,1,2248,981,1
0,1,0,0,16,637,0
0,1,0,0,1,24,0
1,1,1,0,280,337,1
0,1,0,0,19,384,0
1,1,1,0,273,110,1
0,1,0,0,15,225,0
0,0,0,0,1,22,0
1,1,1,1,1383,387,1
0,1,1,0,120,350,1
0,0,0,0,119,654,0
0,0,0,0,42,174,1
0,1,0,0,8,202,0
1,0,0,0,435,375,1
0,1,0,0,10,191,0
1,1,1,0,244,242,1
1,1,0,0,49,189,1
1,1,1,1,582,575,1
1,1,1,1,369,224,1
0,1,0,0,8,173,0
0,1,0,0,12,260,0
0,1,0,0,27,534,0
1,1,0,1,131,78,1
0,1,0,0,20,636,0
0,1,0,0,17,270,0
1,0,0,0,31,119,1
1,1,1,1,2634,888,1
1,0,1,1,157,171,1
1,1,1,0,1214,1989,1
0,0,0,0,2,20,1
0,0,0,0,3,616,0
0,1,0,0,68,728,0
1,1,1,0,71,89,1
0,1,0,0,11,162,0
1,1,1,0,1068,1883,1
1,1,1,0,679,677,1
1,1,1,1,2326,2548,1
1,0,1,0,209,438,1
0,0,0,0,51,97,1
1,1,1,1,433,288,1
1,0,1,1,895,540,1
0,1,0,0,10,210,0
0,1,0,0,27,490,0
0,1,0,0,19,808,0
0,1,1,0,27,475,0
1,1,1,0,228,406,1
0,0,0,0,4,541,0
1,0,1,0,458,455,1
0,1,0,0,5,241,0
0,1,0,0,6,218,0
0,1,0,0,11,244,0
0,1,0,0,13,225,0
1,1,0,0,2134,654,1
0,1,0,0,18,548,0
1,0,1,0,428,191,1
0,1,1,1,263,168,1
1,0,1,0,399,318,1
1,1,0,0,308,555,1
0,1,0,0,13,183,0
0,1,0,0,34,49,1
0,1,0,0,21,782,0
0,1,0,0,4,181,0
1,1,1,0,140,159,1
0,1,0,0,23,549,0
1,1,1,0,897,633,1
1,1,0,0,490,673,1
0,1,0,0,5,487,0
1,1,1,0,450,426,1
0,1,0,0,15,250,0
0,1,0,0,7,212,0
1,0,0,0,89,187,1
0,1,0,0,7,216,0
1,0,0,0,491,497,1
0,0,0,0,135,141,1
0,1,1,0,17,513,0
0,1,0,0,14,319,0
1,0,1,1,1636,1212,1
0,0,1,0,21,651,0
1,0,0,0,207,181,1
0,1,0,0,8,210,0
1,0,0,0,147,151,1
0,1,0,0,10,206,0
1,1,1,0,858,624,1
0,1,0,0,0,15,0
0,1,1,1,534,860,1
0,1,1,1,1402,909,1
0,1,0,0,23,548,0
1,1,1,1,4774,3822,1
1,0,1,0,311,381,1
0,1,0,0,7,214,0
1,1,1,0,14,57,1
0,1,0,0,16,328,0
1,1,1,1,3963,3639,1
1,1,1,0,398,584,1
1,0,1,0,774,698,1
1,1,0,1,8,9,1
1,1,0,0,47,70,1
0,1,0,0,17,205,0
1,1,1,1,232,225,1
0,1,0,0,14,248,0
1,1,1,1,86,224,1
1,1,1,0,141,342,1
0,1,0,0,8,238,0
0,1,0,0,23,492,0
0,1,1,0,22,948,0
1,0,1,0,42,173,1
0,1,0,0,1107,699,0
0,1,0,0,5,197,0
0,0,0,0,6,612,0
0,1,1,0,59,570,0
1,1,1,1,578,185,1
0,1,0,0,8,226,0
0,1,1,1,15,412,0
0,0,1,1,190,218,1
1,1,1,0,688,566,1
1,1,1,0,139,204,1
0,1,0,0,14,365,0
0,1,0,0,8,209,0
0,1,0,0,10,256,0
1,0,1,0,424,273,1
0,1,1,0,24,634,0
1,0,0,0,3,11,1
0,1,1,0,11,620,0
1,0,0,0,582,447,1
1,1,1,0,347,67,1
0,1,0,0,9,195,0
1,1,0,0,1638,661,1
1,0,1,0,691,458,1
0,1,0,0,16,519,0
1,1,1,1,1624,524,0
0,1,0,0,5,204,0
1,1,1,0,384,667,1
1,0,0,0,51,71,1
0,1,0,0,18,267,0
0,1,0,0,6,262,0
1,0,0,0,34,166,1
0,1,0,0,7,188,0
1,1,1,1,1373,2001,1
1,0,1,0,267,73,1
1,0,0,0,67,53,1
1,1,1,0,6692,4497,1
1,1,0,1,337,389,1
1,1,1,0,4073,142,1
1,1,1,0,322,81,1
1,0,0,0,117,214,1
0,1,0,0,10,215,0
1,1,1,1,809,490,1
1,1,1,1,272,232,1
1,1,1,1,422,97,1
1,1,1,1,27,108,1
1,1,1,0,62,71,1
0,1,0,0,16,216,0
0,1,0,0,6,211,0
0,1,0,0,16,323,0
1,0,1,1,583,407,1
1,1,0,1,266,282,1
0,1,0,0,7,199,0
0,1,0,0,12,226,0
1,1,0,0,16,627,0
0,0,0,0,3,563,0
0,1,0,0,12,192,0
0,0,1,0,22,583,0
1,0,0,0,222,210,1
0,1,0,0,7,212,0
1,1,1,1,385,278,1
1,1,1,0,408,411,1
1,1,0,1,278,126,1
1,1,1,1,137,177,1
0,1,0,0,10,255,0
0,1,0,0,11,262,0
1,1,1,0,618,453,1
1,1,1,1,1301,993,1
1,1,1,1,759,299,1
0,1,0,0,11,259,0
0,0,0,0,7,562,0
1,0,0,0,166,233,1
0,1,0,0,15,326,0
1,1,1,0,147,641,1
1,0,0,0,929,726,1
1,0,1,0,2035,1957,1
1,1,1,1,13,453,0
0,1,0,0,16,302,0
0,1,0,0,172,357,1
0,1,0,0,12,278,0
1,0,1,0,23717,189,1
1,1,1,0,54,674,0
1,0,1,0,413,307,1
0,1,0,0,9,192,0
1,1,1,1,14665,389,1
0,1,0,0,23,721,0
0,1,0,0,1,444,0
1,1,1,1,41442,4967,1
1,1,1,0,289,333,1
0,1,0,0,17,281,0
0,1,0,0,10,186,0
0,0,1,0,11,499,0
1,1,1,1,1577,678,1
1,0,1,0,199,67,1
0,1,1,0,271,1199,0
0,1,0,0,8,227,0
1,1,1,0,10960,2638,1
1,1,0,1,166,118,1
0,1,0,0,21,276,0
1,0,0,0,305,318,1
1,1,1,0,189,619,1
0,0,0,0,147,423,1
1,1,1,1,176,217,1
1,1,1,0,5273,3059,1
0,1,1,0,1639,1997,1
1,1,0,0,78,136,1
0,1,0,0,9,190,0
0,1,0,0,16,297,0
0,1,0,0,14,326,0
1,1,1,0,1331,758,1
1,1,1,1,336,312,1
1,1,1,0,1299,1108,1
0,1,0,0,11,319,0
1,1,0,0,93,81,1
1,1,1,1,175,116,1
1,1,0,0,41,87,1
0,1,0,0,14,251,0
0,1,0,0,17,519,0
0,1,1,0,261,253,1
0,1,1,0,4,573,0
1,1,1,1,10588,6651,1
1,1,1,0,1645,1911,1
0,0,0,0,2,606,0
0,1,0,0,20,590,0
0,1,0,0,8,174,0
1,0,0,0,122,229,1
1,1,0,0,3001,538,1
0,1,0,0,19,473,0
0,0,0,0,1,22,0
1,1,1,0,147,321,1
1,1,1,0,615,445,1
1,1,1,0,540,1549,1
1,1,0,0,79,185,1
1,1,1,0,285,205,1
0,0,0,0,10,539,0
1,0,1,1,3577,774,1
0,1,0,0,23,599,0
1,0,1,0,552,427,1
1,1,1,1,614,1170,1
0,1,0,0,24,657,0
0,1,0,0,24,431,0
0,1,0,0,8,291,0
1,1,1,0,231,92,1
0,1,0,0,11,216,0
1,1,1,1,777,296,1
1,0,1,1,1277,1202,1
1,1,1,0,76,103,1
1,0,1,0,152,339,1
1,1,1,1,680,611,1
0,0,0,0,8,324,0
0,1,0,0,7,197,0
1,1,1,1,371,539,1
1,1,0,1,1373,834,1
0,1,0,0,12,218,0
0,1,0,0,14,265,0
1,1,1,1,741,579,1
1,1,1,0,482,590,1
0,1,0,0,15,601,0
0,1,0,0,0,11,0
0,1,0,0,17,322,0
1,1,0,0,10,14,1
0,0,0,0,23,102,1
1,1,0,0,2605,2580,1
0,1,0,0,22,500,0
1,0,0,0,421,338,1
1,1,1,0,41,263,1
0,0,0,0,3,646,0
1,1,1,1,3030,283,1
0,1,0,0,18,324,0
0,0,0,0,2,48,0
0,1,0,0,13,240,0
0,1,0,0,9,181,0
0,0,0,0,4,228,0
1,1,0,1,588,1646,1
1,0,1,0,274,203,1
0,1,0,0,15,274,0
1,1,1,0,407,416,1
1,1,1,1,49,191,1
0,1,0,0,11,209,0
0,1,0,0,40,625,0
1,1,1,0,92,171,1
0,1,0,0,15,252,0
1,1,1,1,837,834,1
0,1,0,0,13,542,0
0,1,0,0,7,200,0
1,1,1,0,253,541,1
0,0,0,0,1,23,0
0,1,1,0,14,76,1
1,1,1,0,1401,1335,1
1,1,1,1,265,214,1
0,1,1,0,4,476,0
0,1,0,0,30,535,0
0,1,0,0,17,325,0
0,1,0,0,17,305,0
0,1,0,0,11,236,0
1,1,1,1,5203,957,1
0,1,0,0,11,205,0
1,0,0,0,423,453,1
0,1,0,0,18,515,0
0,1,0,0,19,411,0
0,1,0,0,20,365,0
1,0,1,0,322,263,1
1,1,1,1,2245,1260,1
1,1,1,1,765,1995,1
1,0,1,0,376,155,1
0,1,0,0,8,211,0
0,1,0,0,13,202,0
1,1,1,1,121,110,1
1,1,0,1,169,313,1
0,1,0,0,5,203,0
1,1,1,0,10,20,1
1,1,1,0,136,116,1
0,1,0,0,14,249,0
1,1,1,1,821,552,1
0,1,0,0,10,253,0
1,1,0,0,669,648,1
1,1,1,0,836,688,1
1,1,0,0,41,42,1
1,0,0,0,289,320,1
0,1,0,0,17,506,0
0,1,0,0,14,283,0
1,0,1,0,79,116,1
1,1,1,0,243,297,1
1,0,0,0,254,214,1
1,1,1,0,734,728,1
0,1,0,0,12,272,0
1,1,0,0,323,217,1
1,1,0,0,109,111,1
1,1,1,0,376,233,1
0,1,0,0,8,212,0
0,1,1,0,11,444,0
0,1,0,0,6,569,0
0,1,0,0,8,199,0
0,0,0,0,2,623,0
0,0,0,0,13,392,0
0,1,0,0,12,294,0
1,1,0,0,832,644,1
1,1,0,0,178,142,1
1,1,0,1,10885,1529,1
1,0,1,1,238,712,1
0,1,0,0,15,216,0
1,0,1,1,1009,812,1
1,0,0,0,252,376,1
1,1,1,1,2366,2229,1
1,1,1,0,662,1824,1
1,1,1,0,717,638,1
0,0,0,0,1,600,0
1,1,1,1,2280,801,1
1,1,1,1,183,120,1
0,1,0,0,15,565,0
1,1,1,0,478,469,1
0,0,0,0,220,801,1
1,0,1,1,361,278,1
0,1,0,0,15,316,0
0,1,0,0,12,302,0
1,1,0,0,79,99,1
1,0,0,0,792,678,1
1,1,1,0,81,211,1
1,1,1,1,535,289,1
1,1,1,1,243,832,1
1,1,1,1,5819,5899,1
0,1,0,0,17,336,0
1,1,1,0,266,386,1
1,1,0,0,193,153,1
0,1,0,0,32,954,0
1,0,0,0,71,187,1
1,0,1,0,11,14,1
0,0,0,0,6,482,0
1,0,1,1,380,333,1
0,1,0,0,13,208,0
1,1,1,1,590,894,1
1,1,1,1,2147,197,1
0,1,0,0,5,601,0
1,1,1,1,202,300,1
0,1,0,0,16,242,0
0,1,0,0,5,186,0
1,0,1,1,742,462,1
0,0,0,0,4,561,0
0,1,0,0,8,196,0
0,1,0,0,11,189,0
0,1,0,0,10,237,0
0,0,0,0,0,475,0
0,1,0,0,7,49,0
0,1,0,0,6,197,0
0,1,0,0,5,170,0
0,1,0,0,32,326,0
1,1,1,0,253,325,1
0,1,0,0,11,246,0
0,1,1,0,12,601,0
1,1,1,0,516,286,1
0,1,1,1,174,47,1
1,1,1,0,119,145,1
0,1,0,0,11,554,0
0,1,0,0,13,515,0
1,1,1,1,196,191,1
1,0,1,0,42,24,1
0,1,0,0,8,175,0
0,1,0,0,23,528,0
1,1,1,0,422,326,1
1,0,0,0,173,244,1
0,1,0,0,9,440,0
0,1,0,0,13,251,0
0,1,0,0,2,603,0
0,1,0,0,21,552,0
1,1,1,1,305,764,1
0,1,0,1,246,498,1
1,0,1,0,649,389,1
0,1,0,0,10,197,0
0,0,0,0,3,266,0
1,0,0,0,168,220,1
0,0,1,0,12,373,0
0,1,1,0,17,469,0
0,1,0,0,10,250,0
0,0,0,0,5,711,0
0,1,0,0,12,233,0
0,1,0,0,11,257,0
0,1,0,0,15,395,0
0,0,0,0,13,466,0
1,0,1,0,584,407,1
1,1,1,0,110,98,1
0,1,0,0,0,31,0
0,1,0,0,19,401,0
1,1,1,0,421,252,1
0,1,1,0,248,290,1
1,1,1,0,2351,1708,1
0,1,0,0,5,213,0
0,1,0,0,16,247,0
1,1,1,1,4158,76,1
0,0,1,0,13,488,0
1,0,1,0,307,281,1
0,1,0,0,0,15,0
1,1,1,1,541,467,1
1,1,1,0,535,444,1
1,1,1,0,1605,969,1
0,1,0,0,13,262,0
0,1,0,0,13,202,0
1,0,1,0,82,579,1
1,1,1,0,230,364,1
0,1,0,0,8,342,0
0,1,0,0,18,619,0
1,0,1,1,2866,168,1
0,1,0,0,7,208,0
0,1,0,0,7,216,0
0,1,0,0,219,356,1
0,0,0,0,10,559,0
0,1,0,0,19,556,0
0,1,0,0,26,276,0
0,0,0,0,5,212,0
0,1,0,0,8,232,0
0,1,0,0,13,241,0
1,0,1,0,7,560,0
1,1,1,1,9,188,0
1,1,1,1,221,321,1
1,0,1,0,243,393,1
1,1,1,0,436,633,1
0,1,0,0,17,654,0
1,1,1,1,1048,772,1
0,0,1,0,3,416,0
0,1,0,0,10,224,0
0,0,0,0,16,344,0
1,1,1,1,901,1685,1
1,0,0,0,174,184,1
0,1,0,0,12,207,0
1,0,1,0,212,449,1
0,1,0,0,14,240,0
0,1,0,0,1,39,0
1,1,0,0,150,53,1
0,1,0,0,10,191,0
1,0,1,0,200,509,1
1,1,0,1,202,199,1
1,1,1,0,83,226,1
0,0,1,0,17,592,0
1,1,1,1,553,1856,1
0,1,0,0,18,312,0
0,1,0,0,14,348,0
0,0,0,0,6,671,0
0,1,0,0,15,649,0
0,1,0,0,29,313,0
1,0,1,1,2551,1294,1
1,1,0,0,246,172,1
0,1,0,0,11,362,0
1,0,1,0,1333,826,1
0,0,0,0,3,192,0
1,1,1,0,129,250,1
0,1,0,0,15,239,0
0,1,0,0,15,558,0
1,0,1,1,127,166,1
1,1,1,1,2044,1740,1
0,1,0,0,26,630,0
1,1,0,1,2313,441,1
0,1,0,0,7,194,0
0,1,0,0,12,236,0
0,1,0,0,13,226,0
0,1,0,0,7,219,0
0,1,0,0,11,213,0
0,1,0,0,12,193,0
0,1,0,0,0,17,0
1,0,0,0,1364,1015,1
1,0,1,0,11,69,1
1,1,1,1,2084,1028,1
0,1,0,0,17,287,0
0,1,0,0,18,271,0
1,1,1,1,3031,2485,1
0,1,0,0,7,208,0
1,1,1,0,385,200,1
0,1,0,0,11,196,0
1,1,1,1,15,20,1
